sentences,label
"2) 사회적 거리두기, 상점 폐쇄 등
이 기사를 보면 실제로 사회적 거리두기, 자가격리 등은 효과가 있다고 보입니다.",1
그런데 이 조치의 강도는 국가마다 다릅니다.,1
우리나라의 경우 가게 영업을 중지시키고 전원 집에만 있도록 강제조치를 취하지는 않았습니다.,0
"회사 다수 재택근무를 늘리거나 교체 근무하는 방식으로 조치를 취했지만, 국가에서 모든 상점의 영업을 중단시키지 않았습니다.",0
오히려 방역 안심시설 스티커를 식당이나 마트 등에서 보셨을 거에요.,0
"그런데 영국의 경우 3월 20일부터 모든 음식점과 카페, 주점의 문을 닫도록 한 데 이어 23일부터는 슈퍼마켓, 약국 등 필수 영업장을 제외한 모든 상점의 영업을 중단시켰지요.",0
영상을 통해 다양한 국가의 사례를 봅시다.,1
"자료에서 보다시피 각 국가별로 사회적 거리두기의 강도도 다르고, 자가격리를 어겼을 때의 처벌 수준도 상당히 상이합니다.",1
이렇게 각 국가의 상황에 따라 각기 다른 대응을 보이고 있습니다.,0
"현재 우리는 대한민국에서 코로나를 겪고 있으니까, 우리나라의 대응은 어떻게 생각하나요?",0
또한 많은 국가에서 건강권 vs. 자유권/이동권 이렇게 두 권리가 충돌하는 상황이 빚어지고 있다고 생각합니다.,1
누가 어떤 기준으로 어느 정도로 제제나 처벌을 정해야 할까요?,0
법정감염병이 아닌 감염병이 있다!?,1
우선 시작에 앞서 어떤 감염병일지 한번 간단하게 guessing game 해볼게요.,0
제가 준비한 사례는 바로 마약 전염입니다.,1
"물론 우리나라의 사례는 아니고, 미국의 사례입니다.",0
"1990년대 후반, 미국의 경제적으로 낙후된 지역에서 시작되어 급속도로 수만명을 과다복용으로 사망하게 한 ‘전염병’입니다.",1
기존의 마약중독자들이 도시의 슬럼가의 흑인 집단 또는 부유층의 백인집단에서 발생했던 것과 양상이 다릅니다.,1
"아팔라치아 산맥을 중심으로 지역 전체가 감염된 사례인데요,",0
해당 마약은 옥시콘틴이라는 약품으로 통증완화제입니다.,0
"리 카운티 지역(아팔라치아 산맥에 위치한 지역)은 과거에 광업, 임업 산업이 발달한 곳입니다.",0
"그러나 정보화되면서 내륙의 광업, 임업, 방직업 등의 산업이 퇴화하게 되지요.",0
"광업과 임업 종사자들의 부상비율이 높고, 산업 퇴화로 인한 저소득으로 국가에서 지원하는 메디케이드 대상자들이 많습니다.",0
그리하여 개인 비용은 안 들이고 마약성 진통제를 처방받게 됩니다.,0
옥시콘틴의 제조사 퍼듀사 또한 이 지역을 공격적으로 집중 마케팅을 펼치고 결국 마약 거래 시장이 형성되었고 마약성 진통제 중독자가 증가하게 됩니다.,0
"‘아팔라치아 주민들이 중독과 중독관련 문제를 원했던 것은 결코 아니다. 산업식민화가 몰고 온 집단 트라우마의 직접적인 결과로 우리에게 떨어진 것이다.’
이 말에서 알 수 있듯이, 산업구조의 변화, 경제적으로 취약한 지역 특성, 그리고 이를 알고 정치 로비까지 하는 제조사의 공격적 마케팅, 국가의 관리감독 소흘 등의 사회적 결정요인들 복합적으로 합쳐져 마약성 진통제 전염병이 발병했다고 말할 수 있습니다.",1
마약 전염. 이것도 일종의 감염병 중 하나입니다.,1
사회적으로 만들어 낸 감염병이지요.,1
또 다른 사례로 오늘날 주목할 만한 법정감염병이 아닌 감염병은 우울 전염이라 생각합니다.,1
우리가 웃음도 전염된다.,0
"많이 웃으면 옆 사람도 웃는다. 하는데, 우울도 마찬가지입니다.",0
정서전염 중 하나로 볼 수 있겠지요.,1
실제로 코로나가 장기화됨에 따라 무기력함이 퍼지고 있고 국가에서도 청년 우울증·공황장애 무료 상담지원을 하고 있습니다.,0
우울이 전염된다.,1
무서운 말이라고 생각합니다.,0
앞서 발제 두 번째 부분을 진행할 때 마약감염이 사회 구조적 요인 때문에 발생했다고 했습니다.,0
우리나라는 스트레스 높기로 유명한 국가이지요.,0
자살률도 여전히 높고요.,0
"우리나라의 사회 구조를 같이 연관지어 우울전염에 관한 생각, 이를 막기 위해서는 어떤 방법이 좋을지 자유롭게 애기해 봅시다.",1
"나가는 말
다음은 책 ‘총균쇠’에서 발췌한 부분입니다.",1
"‘유럽인들이 가져온 각종 질병은 남북아메리카 전역에서 유럽인들보다 훨씬 더 빠르게 각 부족으로 퍼져나갔다. 그렇게 죽어간 아메리카 원주민의 수는 콜럼버스 이전 인구의 95% 수준으로 추정된다.’ Jared Diamond, 『총, 균, 쇠』, 김진준 옮김, 문학사상사(2005), p.109
 이것만 보아도 질병, 그중에서도 감염병은 인류사에서 꽤나 큰 비중을 차지함을 알 수 있습니다.",1
물론 오늘날에도요.,0
질병은 단지 한 개인을 아프게 하는 것에 그치지 않습니다.,1
"집단, 사회로 퍼져나가며 지금과 같이 경제, 문화, 외교 전 영역에 걸쳐 영향을 끼칩니다.",1
그리고 이러한 영향은 다시 개인한테 돌아오겠지요.,1
"오늘 감염병 하나만을 살펴보았지만, 그 어떤 질병에서도 온전히 개인만의 문제로 발병하는 질병은 없다고 생각합니다.",0
앞선 사례들을 통해 사회구조적 요인으로 인하여 한 개인 개인이 모여 집단 전체가 아픈 현상을 볼 수 있었지요.,1
그리고 관련한 대응에 대해 오늘 세미나에서 다루었습니다.,0
Health for All. 보건학도로서 제가 가지고 있는 신념입니다.,1
"통계적 결과를 통해서도 드러나는데, 더 다치기 쉽고 아프기 쉬운 사람들은 결국 사회적 약자입니다.",0
"그러나 건강권은 누구나 평등하게 보장받아야 하는 가치임에 틀림이 없고, 중요한 권리라 생각합니다.",1
정말 건강이 최우선이라 생각합니다.,1
우리 모두 건강하게 살아가면 좋겠습니다.,0
여러분들도 언제나 건강하길 바라겠습니다.,0
감사합니다.,0
"안녕하세요,",0
개인정보자기결정권과 “잊힐 권리”에 대해 발표할 경제학부 구가영입니다.,1
"<찬성 입장>
 특정 개인이 공적인 존재이거나 정보가 공공성을 가질 때에는 ‘잊힐 권리’를 인정할 수 없습니다.",1
헌법 제 37조 2항에 따르면 ‘국민의 모든 자유와 권리는 국가안전보장·질서유지 또는 공공복리를 위하여 필요한 경우에 한하여 법률로써 제한할 수 있다.’고 명시되어 있습니다.,1
잊힐 권리를 인정하지 않는 것은 공공복리를 위해 개인의 자유를 제한하는 경우라고 볼 수 있습니다.,1
자신에게 불리한 정보를 삭제하는 것은 공익에 해를 끼칠 가능성이 존재하기 때문이죠.,0
"또한, 당사자가 원하는 대로 모든 정보를 삭제할 수 있다면, 이는 헌법 제 21조에 명시된 타인의 표현의 자유, 그리고 대중의 알 권리까지 침해하는 것이기도 합니다.",1
따라서 ‘잊힐 권리’는 인정될 수 없습니다.,0
"<반대 입장>
  어떤 정보가 아무리 공공성과 공익성을 갖는다 하더라도 ‘잊힐 권리’는 보장되어야 하며, 그 보장의 범위는 제한될 수 없습니다.",1
헌법 제 17조에 의하면 ‘모든 국민은 사생활의 비밀과 자유를 침해받지 아니한다.’고 명시되어 있습니다.,1
따라서 개인의 프라이버시를 지키기 위해서는 당사자가 원하지 않는 정보는 삭제되어야 할 필요가 있다.,1
"또한, 헌법 제 21조 4항에 의하면 ‘언론, 출판은 타인의 명예나 권리 또는 공중도덕이나 사회윤리를 침해해서는 아니된다.’라고 명시되어 있습니다.",1
과거의 정보나 잘못된 정보가 개인의 명예나 권리를 훼손하는 경우에는 당사자가 자신의 정보를 삭제할 수 있어야 합니다.,1
따라서 ‘잊힐 권리’는 개인의 행복추구권과 연관된 문제이기 때문에 보장되어야 합니다.,1
안녕하세요.,0
"저희는 영화 브로크백 마운틴에 대한 발표를 맡게 된 5조 이선미, 박윤주입니다.",1
지금부터 동성애 혐오가 남긴 상처를 제목으로 발표를 시작해보도록 하겠습니다.,0
먼저 목차를 함께 보시죠.,0
"등장인물과 줄거리를 소개드린 후에, 동성애 혐오로 인한 피해와 이에 대한 해결방안을 제시한 후 결론을 짓는 것으로 진행하도록 하겠습니다.",1
영화의 주인공인 에니스와 잭입니다.,0
"20살, 청춘의 나이의 두 사람은 브로크백 마운틴에 취직을 하게 됩니다.",0
"우정 이상의 관계로 발전했지만 서로에 대한 감정이 무엇인지 잘 알지 못한 채로 둘은 해고를 당하고, 각자의 길을 걸어가게 됩니다.",0
"에니스는 잭과 만나기 전부터 결혼을 약속했던 알마와, 잭은 로데오에서 만난 부잣집 아가씨 루린과 결혼을 하게 됩니다.",0
4년 만에 연락이 닿아서 만나게 된 두 사람은 서로를 사랑함을 깨닫게 되지만 이미 가정이 있기 때문에 자유로운 사랑은 하지 못합니다.,0
그럼에도 둘은 가끔씩 만나면서 사랑을 키워나갔습니다.,0
결국에는 에니스의 부인인 알마가 둘의 관계를 알게 되어 에니스는 이혼을 하게 됩니다.,0
이후에도 에니스와 잭은 싸우기도 하고 사랑을 나누기도 하며 오랜 시간 관계를 이어가지만 결국 잭의 죽음으로 영화는 끝이 납니다.,0
저희 조가 이 영화에서 가장 주목한 점은 동성애자에 대한 사회의 혐오적인 시선이었습니다.,1
"영화 속에서 동성애를 이성애와는 다른, 잘못된 사랑이라고 바라보는 사회 때문에 주인공인 에니스와 잭, 더 나아가 둘의 부인들까지 피해를 입게 되는데요.",0
저희는 이러한 피해들을 현실 속에서도 찾아볼 수 있었습니다.,0
영화 속과 현실 속의 피해들을 비교하여 이러한 동성애혐오에 대한 심각성을 먼저 보여드리도록 하겠습니다.,0
첫 번째 영화 속 피해는 에니스와 잭의 해고입니다.,1
사진 속 인물은 브로크백 마운틴에서 둘을 해고시킨 아구이레입니다.,0
"아구이레는 둘이 키스하는 모습을 목격한 후 일을 그만두라고 하는데요,",0
1년 후에 잭이 다시 일자리를 구하러 왔을 때에는 욕을 하면서 잭을 쫓아냅니다.,0
"이처럼 영화 속에서, 동성애자라는 이유로 취직에 어려움을 느끼는 모습을 볼 수 있습니다.",1
이와 비슷한 대표적인 예로 연예인 홍석천 씨가 있습니다.,1
다들 아시겠지만 홍석천 씨는 우리나라에서 최초로 커밍아웃을 한 연예인입니다.,0
대중들에게 많은 모습을 보여주는 직업을 가진 만큼 커밍아웃을 하는 데에 많은 용기가 필요했을 것입니다.,0
그러나 용기 있는 그에게 돌아온 것은 예능 프로그램의 섭외 취소와 어린이 프로그램 ‘뽀뽀뽀’에서의 하차였습니다.,0
"홍석천 씨는 2000년에 커밍아웃을 했는데요,",0
지금으로써는 조금 옛날이야기라고 느껴지실 수도 있습니다.,0
그렇다면 2017년인 지금은 동성애에 대한 주변의 혐오 시선으로 인해 직장을 잃을 위기에 처한 경우가 없을까요?,0
지금 보고 계신 사진은 서울 위례별초등학교의 최현희 교사를 파면하라는 사람들의 모습입니다.,0
최현희 교사는 퀴어축제 영상을 보여주는 등의 수업을 진행하면서 학생들에게 페미니즘과 성 소수자에 대한 교육을 진행하곤 했습니다.,0
이 사실을 알게 된 학부모들과 여러 시민단체들에 의해서 최현희 교사는 올해 많은 비난과 함께 고발까지 당하게 됩니다.,0
결국 최현희 교사는 지난 8월 병가를 냈습니다.,0
이처럼 연예인 홍석천 씨와 최현희 교사를 통해 동성애자이거나 동성애에 대해 가르친다는 이유만으로 일자리를 잃을 수 있음을 알 수 있습니다.,0
영화 속 두 번째 피해는 동성애 혐오 범죄입니다.,1
사실 에니스가 잭과 자유롭게 사랑을 하지 못한 이유 중에서 에니스의 트라우마가 아주 큰 비중을 차지했습니다.,0
그가 9살일 때 에니스의 아버지는 그에게 동성애자라는 이유로 폭력에 의해 죽게 된 시체를 보여줍니다.,0
이는 에니스에게 트라우마로 남았고 잭과의 관계가 들킬까봐 그는 항상 긴장했고 불안해했습니다.,0
저희는 현실 속 동성애 혐오범죄에 대한 수치를 찾을 수 있었습니다.,1
지금 보시는 표는 영국 경찰에 접수된 증오범죄 통계표입니다.,1
"빨간 사각형 부분이 동성애 혐오범죄의 수치를 나타내는데요,",0
보시는 바와 같이 2012년과 2013년 사이를 제외하고는 꾸준히 범죄가 증가하고 있음을 알 수 있습니다.,1
또한 2014년 미국 연방수사국인 FBI에 따르면 동성애자를 대상으로 한 증오범죄가 전체 증오범죄의 18.6 퍼센트를 차지한다고 합니다.,0
더불어 영국 내무부는 2015년에 잉글랜드와 웨일스 지역에서 이와 같은 범죄가 전년도에 비해 22퍼센트 증가하였다고 밝혔습니다.,0
이를 통해 동성애 혐오 범죄가 영화와 같은 매체 속의 문제만은 아니라는 것을 알 수 있습니다.,1
세 번째로는 가족들의 피해가 있습니다.,1
보시는 장면은 에니스가 오랜만에 만난 잭과 스킨쉽을 하고 그것을 목격하는 알마의 모습입니다.,0
당시는 남성과 여성의 사랑이 정상적인 사랑이라고 정의를 내리던 사회였습니다.,0
이러한 억압에 의해 에니스와 잭은 각자 여성과 결혼을 하게 되지만 이 사실을 알게 된 부인의 입장에서는 정말 큰 충격이었을 것입니다.,0
현실 속에서는 자녀가 고통을 받은 사례가 있었습니다.,0
바로 유명 연예인 샘 해밍턴 씨의 사례입니다.,0
샘 해밍턴 씨는 천기누설 무릎팍도사 라는 프로그램에 나와서 부모님의 이혼 사실을 밝혔습니다.,0
"아버지가 동성애자였기 때문이라고 하는데요,",0
샘 해밍턴씨는 그 사실에 큰 충격을 받았고 배신감을 느꼈다고 합니다.,0
"어머니에 대한 걱정과 본인의 정체성에 대한 고민까지 오랫동안 힘든 시간을 보냈다는 것도 밝혔습니다. 만약 사회가 동성애를 억압하지 않았더라면 에니스는 알마와, 샘 해밍턴의 아버지는 그의 어머니와 과연 결혼을 했을까요?",0
"부인인 알마와 샘 해밍턴의 어머니, 그리고 자식인 샘 해밍턴에게 잊지 못할 상처가 남았을까요?",1
개인적인 잘못이 아예 없다고 할 수는 없지만 이성부부가 정상적인 가족의 형태로 여겨지는 사회적 분위기가 그들의 선택에 미친 영향은 간과할 수 없습니다.,1
마지막으로 소개해 드릴 피해사례는 사망이라는 비극적 결말입니다.,1
영화 속에서 에니스는 잭의 부인인 루린을 통해 그의 사망 소식을 알게 됩니다.,0
잭의 죽음에 대한 해석은 두 가지가 있는데요.,0
"첫 번째는 보고 계신 자막과 같이 사고로 인한 죽음이고, 두 번째는 동성애 혐오에 의한 희생입니다.",1
저희 조는 영화의 전체적인 흐름 상 잭의 죽음은 혐오에 의한 희생이라고 생각하였습니다.,1
동성애 혐오의 가장 비극적인 결과로 자의적이든 타의적이든 혐오의 대상이 사망하는 경우가 있다는 것입니다.,0
지금 보실 영상은 저희 조원 모두가 명장면이라고 뽑은 장면입니다.,0
함께 보고 발표를 이어가도록 하겠습니다.,0
이 장면은 에니스가 피 묻은 잭의 셔츠를 자신의 셔츠로 감싸서 걸어놓은 채 잭을 그리워하는 장면입니다.,0
그러곤 jack I swear 이라고 말을 하며 사랑을 맹세하죠.,0
이렇게 동성애 혐오로 인한 죽음과 남겨진 한 사람의 외로운 사랑이 영화 속 비극적인 피해사례라고 할 수 있습니다.,1
저희는 브로크백 마운틴과 동시대의 영화인 ‘바비를 위한 기도’를 통해 1980년대에 동성애 혐오로 인한 죽는 경우가 실제로 있었다는 사실을 알게 되었습니다.,0
이 영화는 실화를 바탕으로 제작되었는데요.,0
정말 간략하게 내용을 소개해드리면 주인공인 바비는 동성애자입니다.,0
그런 그를 이해하지 못하고 계속 바꾸려하는 어머니 때문에 바비는 우울증에 시달리다가 자신이 어머니의 자랑스러운 자식이 아니라는 상실감까지 더해져서 결국은 자살을 하고 맙니다.,0
30년 이상의 시간이 지난 지금도 동성애 혐오로 인해 사망에 이르는 사례가 있을까요?,0
"2015년 국가인권위원회의 보고서에 따르면 동성애자라는 이유로 따돌림을 받아서 우울증에 시달린 청소년이 58.1 퍼센트, 자살 시도를 한 청소년이 무려 19.4 퍼센트라고 합니다.",1
우을증과 자살시도의 비율은 피해 청소년들이 자살까지 할 가능성이 충분히 있다는 것을 보여줍니다.,0
또한 미국 캘리포니아 대학의 웬디 보스트윅 박사는 2014년에 동성애자의 자살률이 이성애자의 자살률보다 6배 이상 높다는 연구 결과를 발표했습니다.,1
영화의 배경은 1960년대부터 1980년대입니다.,0
그러나 저희 조는 그 시대의 피해를 현재의 피해와 비교하는 것이 어렵지 않았습니다.,0
"즉, 동성애 혐오에 대한 논의를 지속적으로 하고 있음에도 불구하고 피해가 줄기는커녕 오히려 늘고 있고, 이에 대해 구체적이고 실질적인 해결방안이 필요하다는 것입니다.",1
"안녕하세요,",0
문화재 반환 과정의 국제법적 탐구에 대해 발표할 국제학부 이원영입니다.,1
한 나라의 역사는 어떻게 기억될까요?,0
문화재는 한 국가와 민족의 역사를 증명하는 역할을 담당합니다.,1
요즘과 같이 전 세계가 인터넷과 과학 기술의 발달로 인해 하나가 되어버린 시대에 각 국가의 고유성과 민족성을 고집하는 것은 어쩌면 구시대적인 발상이라고 말하는 이들도 있을 것입니다.,0
"하지만 이렇게 다양한 사람들이 하나의 사회를 살아가는 구조일수록, 각 개인이 가지고 있는 차이점은 더욱 부각 되기 마련이며, 따라서 서로 다른 환경과 문화, 역사의 차이가 인정받고 더욱 존중되어야 비로소 전 세계는 하나의 사회를 이룰 수 있을 것입니다.",1
"이러한 맥락에서 문화재는, 특히 그 역사적 중요성과 희소성의 가치가 높은 문화재일수록, 그 가치를 가장 잘 이해할 수 있는 국가에 의해 직접 관리되고 보존되어야 합니다.",1
"또한, 그 국가는 다른 곳이 아닌 그 문화재가 역사적 배경을 가지고 있는 국가를 의미하는 것이 마땅합니다.",0
"자국의 문화재 보존을 통해 그 후손들은 자신이 자라온 환경의 배경을 더 정확히 파악하고, 그 역사를 소중히 여길 줄 알며, 이를 기반으로 글로벌 사회에서 자신의 입지를 더욱더 확실히 할 수 있을 것입니다.",0
"그렇다면 전 세계에 흩어져 있는 우리나라의 문화재에 대해 우리는 어떠한 입장을 가져야 하며, 어떠한 조처를 해야 할까요?",0
문화재제자리찾기 대표 혜문 스님은 저서인 ‘빼앗긴 문화재를 말하다’에서 이렇게 말합니다.,0
"“‘문화재 제자리 찾기’는 단순히 빼앗긴 문화재를 제자리에 돌려놓는 것만은 아닙니다. 우리 조상들이 후손에게 물려준 정신을 찾는 과정이자, 우리 스스로가 주인임을 깨달아가는 과정입니다.” 
 이렇듯, 문화재는 우리가 누구인지, 우리의 정체성을 확인시켜 주며, 우리는 각국에 흩어진 문화재를 돌려받는 과정을 통해 우리가 누구인지 비로소 알게 된다는 것입니다.",1
"이러한 맥락에서 이번 발표는 전 세계에 걸쳐 흩어져 있는 우리나라의 문화재에 대한 실태를 파악하고, 문화재 환수에 있어서 가장 흔한 문제점, 그리고 이를 위한 해결 방안을 고민해보고자 합니다.",1
"1. 문화재 환수의 문제점과 실태
 2019년을 기준으로 통계청에 의해 집계된 국외문화재 환수현황에 따르면, 해외에 있는 우리 문화재는 현재까지 조사된 것만 10만 508점에 이르며, 이는 전 세계 20개 국에 흩어져 있다.",1
"일본, 미국, 스페인의 순서로 가장 많이 보유하고 있는 것으로 파악되며, 이 순서는 정부기관, 지자체 등의 공공기관과 개인, 사립박물관 등의 민간기관게 있어서도 동일하게 적용됩니다.",1
일본이 소유하고 있는 우리나라 문화재 중 가장 잘 알려진 사례에는 ‘오구라 컬렉션’이 있습니다.,0
"2014년 경에 우라나라 사회에서 화제가 되었던 이 컬렉션은 일본 도쿄박물관의 한국실에 보관되어 있으며, 금관총 출토 귀걸이, 분청사기와 백자 등 다양한 한국의 유물이 전시되어 있습니다.",0
"이는 오구라컬렉션보존회라는 단체에서 기증된 유물이며, 남선합동전기회사의 사장이었던 오구라 다케노스케가 1922년부터 30년간 한반도에서 수집한 유물입니다.",0
그 아들에 의해 도쿄박물관에 기증된 한국문화재의 수량은 1030건이었습니다.,0
"오구라 컬렉션에 포함된 유물의 반환은 끊임없이 요청되어왔지만, 유물들이 불법 반출되었다는 증거가 없다며 반환을 거부 받고 있습니다.",0
"오구라 컬렉션과 같이 문화재가 타국에 있음이 확인되었으며, 그 본국이 우리나라임이 분명함에도 불구하고 문화재의 실질적인 반환이 이루어지기까지는 많은 어려움이 있습니다.",1
해외에 반출된 문화재 반환은 반환을 추진하는 주체와 반환 방식에 따라 달라집니다.,1
"우선 정부 차원의 협상과 민간 차원의 협상으로 나뉘며, 반환 방식은 유물의 성격과 반환 형태에 따라 협상, 구입, 기증, 수사 공조 등으로 나뉩니다.",0
반환 방식에 대한 각국의 입장차이 또한 대립하는 경우가 많습니다.,1
문화재 반환 형태는 결국 문화재 환수에 대한 근거와 배경을 나타내기 때문입니다.,0
또 한가지 잘 알려진 컬렉션에는 미국 하버드 대학에 전시되어 있는 ‘핸더슨 컬렉션’입니다.,0
헨더슨 컬렉션은 1948년부터 1963년까지 주한미국대사관에서 문정관과 정무참사관의 역할을 담당한 그레고리 헨더슨이 소장한 한국의 문화재 컬렉션입니다.,1
"이 컬렉션에는 수많은 고려청자, 조선백자, 고대사회의 토기 등 다양한 문화재가 포함되어 있습니다.",0
"총 150점의 불화, 불상, 서예, 전적류 등으로 나뉩니다.",0
이 소장품은 헨더슨 사망이후 1988년 하버드 대학에 기증되었습니다.,0
"헨더슨 컬렉션의 가장 큰 문제점은 정상적으로 수집된 컬렉션이라고 정의하기에도, 반대로 불법적인 경로를 거쳤다고 말하기에도 애매한 과정을 거쳤다는 점입니다.",1
"오구라 컬렉션과 마찬가지로, 불법적인 과정을 입증할 수 있는 증거가 있지 않는한, 문화재의 반환은 쉽지 않을 것입니다.",0
"미국에서 민관협력에 의해 환수된 송광사 오불도, 2015년 일본에서의 기증으로 인해 환수된 덕혜옹주 복식, 2014년 수사공조에 의해 미국에서 환수된 대한제국 국새 등 인장 9점, 2011년 일본에서 정부의 협상을 통해 환수된 조선왕조 도서, 2005년 독일과 일본에서 각각 민간단체의 협상과 민관 협력에 의해 환수된 겸재 정선 화첩과 분과대첩비, 그리고 1972년 일본에서 기증을 통해 환수된 얼굴무늬 수막새가 있습니다.",1
"2. 국제법을 통한 문화재 환수
 문화제 환수에는 다양한 방법과 절차, 그리고 끊임없는 협상이 필요하다.",1
그렇다면 법적으로 문화재를 되찾으려면 어떻게 해야할까요?,1
"안타깝게도 각국에서 문화재에 대해 재정해놓은 법적 정의와 반환 근거, 환수 절차가 상이하여 입장이 충돌하는 경우가 많습니다.",0
"예를 들어, 한 국가에서는 문화재가 ‘약탈’되었다고 정의하여 그 반환을 요구하지만, 상대 국가에서는 ‘약탈’에 대한 법적 근거가 확실하지 않다는 이유로 반환을 거부하는 경우가 허다합니다.",1
"또한, 문화재가 현재 소유권을 가지고 있는 국가에 있어서 문화재 보호법에 따라 보호되고 있다면, 타국에 해당 문화재를 반환하거나 소유권을 넘겨주는 일이 불가능해지기도 합니다.",0
프랑스와 한국의 외규장각을 두고 일어난 분쟁이 그 대표적인 예시 중 하나입니다.,1
"문화재의 불법적인 반출입 및 소유권 양도의 금지와 예방 수단에 관한 협약
Convetnion on the Means of Prohibiting and Preventing the Illicit Import, Export and Transfer of Ownership of Cultural Property국가들의 분쟁을 예방하고 각국의 입장을 고려하기 위해 재정된 국제법은 실효성이 없다는 평가를 받습니다.",1
"1970년 유네스코에 의해 재정된 ‘문화재의 불법적인 반출입 및 소유권 양도의 금지와 예방 수단에 관한 협약’은 문화재 환수에 대한 국제적인 규범을 마련하여 문화재 불법거래를 막고, 환수를 촉진하기 위한 국제사회의 협력의 일환이라고 할 수 있습니다.",1
"협약 전문에 따르면, “문화기관으로서의 박물관, 도서관, 기록보관소들은 [문화재가] 보편적으로 인정되는 도덕적 원칙에 따라 수집된 것임을 확실히 하여야 하며, 문화재의 불법적인 반입과 반출 및 소유권의 양도가 국가간의 그러한 이해에 장애가 되며, 관계국가에 이러한 목적으로 국제협약을 권고함으로써 이해를 증진하는 것이 유네스코의 사명의 일부분”임을 밝힙니다.",1
"협약에서 정의하는 문화재는 “고고학, 선사학, 역사학, 문학, 예술 또는 과학적으로 중요함으로써 종교적 또는 세속적 근거에서 각국에 의하여 특별히 지정된 재산”을 의미합니다.",0
"1970년의 협약은 문화재의 불법거래에 대항하는 가장 기본적이고 중심이 되는 국제적 합의문서이며, 체약국은 협약에 명시되어있는 문화재 보존, 문화재 반환 조건들을 만족시킬 능력을 갖출 의무를 가집니다.",1
하지만 우리나라가 이 협약에 가입했다고 해서 반환이 보장되는 것은 아닙니다.,0
"1970년 협약은 협약체결 이후 문화재의 불법 반출을 규제한다고 규정하며, 과거에 반출된 문화재에 대해서는 국가간의 협의하에 문화제 복구, 혹은 반환에 협조하겠다고 나타나있습니다.",0
"이는 다소 모호한 표현으로, 과거 유출된 문화재의 반환에 대한 강제성이 배제되어 있다는 점에서 한계를 보입니다.",0
"도난 또는 불법반출문화재에 관한 협약 
Convention on Stolen or Illegally Exported Cultural Objects
 1995년 사법통일국제연구소 라고도 불리는 UNIDROIT에 의해 재정된 ‘도난 또는 불법반출문화재에 관한 협약’은 위 1970년 유네스코의 협약을 보완하는 역할을 합니다.",1
1995년 협약은 도난된 예술품이나 문화재를 소유하고 있는 국가에 도난 또는 불법 수출된 문화재의 반환 청구 소송 제기가 가능하도록 만들어졌습니다.,1
"1970년과 달리 1995년 협약은 도난 혹은 불법 반출된 모든 문화재의 절대적 반환의 원칙을 강조하고, 보상 절차와 방법을 정확히 명시하고 있습니다.",1
문화재 거래 혹은 양도 절차에 대한 정확한 서류의 여부를 확인하는 방식으로 문화재의 불법거래를 제제한다는 내용을 담고 있습니다.,1
"또 다른 차이점은, 불법 반출된 문화재의 반환원칙을 자세하게 설명하고 있다는 점입니다.",0
이로 인해 협약 체약국은 모든 조건이 충족된다면 문화재 반환에 대한 승인과 집행을 실시하는 강제성을 부여받습니다.,0
"1995 협약의 또 다른 특징 중 하나는 국가가 문화재 반환을 요청할 수 있는 기간, 즉 반환청구에 대한 시효를 명시했다는 점입니다.",1
"국가는 문화재에 대한 도난, 혹은 불법반출 사실을 알고 난 후 3년, 그리고 도난, 혹은 반출로부터 50년의 기간 내에 반환을 청구해야 하며, 특별한 유형의 문화재에 대해서는 시효를 없애거나 개별적으로 장기간의 시효를 부여합니다.",0
국가들의 분쟁을 예방하고 각국의 입장을 고려하기 위해 재정된 국제법은 실효성이 없다는 평가를 받습니다.,1
"1970년 유네스코에 의해 재정된 ‘문화재의 불법적인 반출입 및 소유권 양도의 금지와 예방 수단에 관한 협약’은 문화재 환수에 대한 국제적인 규범을 마련하여 문화재 불법거래를 막고, 환수를 촉진하기 위한 국제사회의 협력의 일환이라고 할 수 있습니다.",1
"협약 전문에 따르면, “문화기관으로서의 박물관, 도서관, 기록보관소들은 [문화재가] 보편적으로 인정되는 도덕적 원칙에 따라 수집된 것임을 확실히 하여야 [하며]... 문화재의 불법적인 반입과 반출 및 소유권의 양도가 국가간의 그러한 이해에 장애가 되며, 관계국가에 이러한 목적으로 국제협약을 권고함으로써 이해를 증진하는 것이 유네스코의 사명의 일부분”임을 밝힙니다.",0
"협약에서 정의하는 문화재는 “고고학, 선사학, 역사학, 문학, 예술 또는 과학적으로 중요함으로써 종교적 또는 세속적 근거에서 각국에 의하여 특별히 지정된 재산”을 의미합니다.",1
"1970년의 협약은 문화재의 불법거래에 대항하는 가장 기본적이고 중심이 되는 국제적 합의문서이며, 체약국은 협약에 명시되어있는 문화재 보존, 문화재 반환 조건들을 만족시킬 능력을 갖출 의무를 가집니다.",1
하지만 우리나라가 이 협약에 가입했다고 해서 반환이 보장되는 것은 아닙니다.,0
"1970년 협약은 협약체결 이후 문화재의 불법 반출을 규제한다고 규정하며, 과거에 반출된 문화재에 대해서는 국가간의 협의하에 문화제 복구, 혹은 반환에 협조하겠다고 나타나있습니다.",1
"이는 다소 모호한 표현으로, 과거 유출된 문화재의 반환에 대한 강제성이 배제되어 있다는 점에서 한계를 보입니다.",1
"안녕하세요,",
경영통계 발표를 맡은 2017150409 이현섭입니다.,
