context,nouns
"블루스(Blues)는 19세기 중엽, 미국 노예 해방 선언 이후 미국으로 넘어온 미국 남부의 흑인들이 창시한 장르 혹은 음악적 형태를 말한다. 이 장르는 아프리카 전통 음악과 노동요, 그리고 유럽계 미국인의 포크송을 뿌리로 두고있는데, 구체적으로 스피릿튜얼스, 노동요, 필드홀러, 링 샤우트, 찬트, 그리고 리듬이 간단하고 경험을 풀어낸 발라드 등이 합쳐져 개인이 부르는 노래로 바뀌어 블루스가 된 것으로 전해진다. 블루스 형식은 재즈, 리듬앤블루스, 로큰롤의 안에서도 볼 수 있는데, 주고 받기 형식(Call and Response), 블루스 스케일을 이용한 여러 코드 진행, 그리고 12마디 진행의 블루스가 일반적이다. 블루 노트는 보통 3도, 혹은 5도 플랫된 음을 말하는데, 이 음들은 블루스에 있어 가장 중요한 소리라 볼 수 있다. 블루스 스케일, 블루스 노트 그리고 셔플 블루스, 혹은 워킹 베이스를 포함해 우리가 알고 있는 그루브가 생겨난다.","{' 소리', ' 노예', '19세기', ' 음악', ' 노예 해방 선언', '일반', ' 선언', ' 음악 장르', ' 중반', ' 진행', ' 블루스', '블루스', ' 장르', ' 마디', ' 이후', ' 중엽', ' 형태', ' 말', ' 미국 남부', ' 미국', ' 음', ' 흑인', ' 창시', ' 해방', ' 플랫'}"
"블루 데빌스는 우울과 슬픔을 의미하는 말이다. 이 말은 조지 콜먼(George Colman)의 원맨 광대쇼 〈Blue Devils〉 (1798)에서 처음 사용되었는데, 17세기 영국의 표현 중 ""강렬한 시각적 환각을 동반한 심한 알코올 금단 증상intense visual hallucinations that can accompany severe alcohol withdrawal""이란 용어를 줄여 블루 데빌스라 했을 것으로 추측한다. 시간이 흘러 블루만 남아 블루스(Blue Devils)가 되었고 불안 상태 혹은 우울한 상태를 뜻하는 말로 바뀌었다. 19세기 미국에선 블루스는 취하다란 속어로 쓰였다. 이러한 뜻을 가진 블루스와 음주(drinking)가 합쳐져서 '블루 법Blue laws'이라는 것이 만들어지기도 했다. 블루 법은 아직도 몇몇 미국의 주에서 시행되는 일요일 알코올 판매 금지 법이다.","{' 일요일', ' 법', ' 처음', ' 콜', '우울', ' 데', ' 의미', ' 조지', ' 미국의 주', ' 주', '블루', ' 법인', ' 음주', ' 우울', ' 영화', ' 금지', '블루스', ' 사용', ' 금지법', ' 시행', ' 판매', ' 말', ' 미국', ' 불안', ' 빌스', ' 유래', ' 단어', ' 슬픔', ' 쇼', ' 뜻', '미국', ' 상태', ' 알코올', ' 어원', ' 개'}"
"초기 전통 블루스 도입부 가사는 하나의 구절이 4번정도 반복되었던 것으로 본다. 이것은 20세기 초까지의 형태이다. 이것을 AAB 패턴이라 칭하는데, 음악의 4마디를 먼저 구성하고, 그 다음 4마디는 앞 4마디를 반복하며, 다음 4마디는 끝나는 구절로 길게 만들었다. 〈Dallas Blues〉 (1912), 〈Saint Louis Blues〉 (1914)는 12마디 형식의 AAB 가사 구조를 취하고 있다. 가사들은 보통 리듬 있게 말을 하여 패턴을 구성하고 그 위에 멜로디를 얹는 방식이었다. 초기 블루스는 대개 경험에 입각한 이야기를 풀어 자유롭게 만들었다. 아프리칸-아메리칸 싱어들은 그녀 혹은 그들의 사적인 고통 혹은 사회적 부조리함을 현실적으로 담아내었다. 그 중에선 실연, 당시 경찰관들의 잔인함, 백인들의 억압, 힘든 시기등이 있었다. 이렇듯, 가사들은 보통 아프리카-아메리칸의 사회에서의 경험, 사고 등을 이야기했는데, 다음은 블라인드 레몬 제퍼슨의 〈Rising High Water Blues〉 (1927)에서 말해주는 1927년 미시시피 대홍수이다.","{'20세기', ' 미시시피', '구성', ' 다음', ' 제퍼슨', '미시시피', ' 초', ' 년대', ' 패턴', ' 도', ' 블루스', ' 레몬', ' 마디', ' 구절', ' 형태', ' 대홍수', ' 형식', ' 내용', ' 반복', '년', ' 번', ' 입부', ' 곡', '마디', ' 가사', ' 블라인드'}"
"블루스는 음악적으로 따지면 독특한 방식을 보유하고 있다. '도레미파솔라시도'의 7음 가운데 미와 시가 반음 내려가고 (b), 파는 반음 올라가 (#), 3음이 블루지한 상태를 보인다. 그러나, 그것도 정확히 반음 올라가고 내려가는 것이 아닌 피아노로는 어려운 미분음의 개념이다. 이 반음 가까이 낮아지는 음을 블루 노트라고 한다. 또한 코드 진행상 '도미넌트 코드 (Ⅴ)' 앞에 '서브 도미넌트 코드(Ⅵ)' 가 위치하는 일반 패턴과 달리, 도미넌트가 서브 도미넌트를 앞선다. 또한 '도레미파솔라시도' 가 아닌 '도시라솔파미레도' 의 순으로 높은 음에서 내려오는 이른바 하행 선법이다. 여러모로 클래식이 확립해놓은 양식과 개념에서 일탈해있는 음악이다. 하지만 무엇보다 블루스의 탄생 배경에서 '흑인 노예' 및 '목화 밭에서의 노동'이라는 점은 매우 중요한 개념이다. 흑인 노예란 피압박 인종을 뜻하며, 목화 밭에서의 노동이라는 것은 블루스가 노동가, 혹은 노동민중의 가요임을 알려준다.","{' 블루', ' 노예', ' 라', ' 배경', ' 탄생', ' 정도', ' 것', ' 순', ' 솔', ' 음정', '블루스', ' 노트', ' 형태', ' 선법', '음', ' 가운데', ' 도시', ' 레', ' 음', ' 파', ' 흑인', ' 반음', '도레미파솔라시도', ' 뜻', ' 미'}"
"블루스 선법이 다른 것도 실은 여기서 비롯되었다고 할 수 있다. 억압받는 사람의 소리이기에 거기엔 '저항의 요소'가 내재해 있다. 분위기와 자극이 가해지면 일시에 분출하고야 마는 폭발성이 있다. 말 그대로 '휴화산'이다. 초창기 백인 주인들이 드럼을 금지시켰던 이유가 바로 여기 있다. 흑인 노예들은 자신들의 고향인 아프리카에서 타악기의 비트에 맞춰 노래하고 춤추는 전통을 지녔기에, 이를 그냥 내버려두면 종족적 통일성이 고무되고 나아가서는 백인 주인들에 대한 반항과 폭동을 일으킬 불상사의 소지가 있었기 때문이었다. 백인들은 드럼을 금지시키는 대신, 내키는 대로 노래하는 흑인들에게 순종을 유도하기 위한 목적에서 유럽 스타일의 음악을 가르쳐주었다. 오늘날 가장 기본이 되는 12마디 가사 구성의 블루스 구조는 4/4박자의 일반적인 12마디 하모닉 진행이라 볼 수 있다. 12마디 블루스에서 코드 조합은 대개 3가지의 다른 코드를 사용하여 12마디를 연주한다. 그당시 사람들이 코드에 로마 숫자를 매겨 음도를 표시했는데, 예를 들어 C키 기준으로 C는 토닉 코드 (I, 1도), F는 서브도미넌트 (IV, 4도), G는 도미넌트 (V, 5도)라 한다. 진행상 마지막 코드인 도미넌트 (V, 5도)는 턴어라운드, 즉 다음 진행의 처음으로 가기위한 발판으로 쓰일수 있다. 이러한 방법은 일반적으로 10번째 마디의 마지막 박자(1마디 4박자 기준으로 4번째), 혹은 11번째 마디의 첫박자(1마디 4박자 기준으로 1번째) 쓰인다. 다른 방법으론","{' 연주', ' 소지', ' 분', '백인', ' 구성', ' 가지', ' 노예', '키', ' 스타일', ' 백인', ' 폭동', ' 조합', ' 음악', ' 코드', ' 구조', ' 주인', ' 도', ' 블루스', ' 반항', ' 금지', ' 구성은', '초창기', '블루스', ' 토닉', ' 사용', ' 마디', ' 박자', ' 로마 숫자', ' 기본', ' 초창기', ' 흑인', '오늘날', ' 유도', '마디', ' 악기', ' 순종', ' 가사'}"
"마지막 2마디의 코드 진행과는 다른 턴어라운드로써의 기능을 하는 노트 플레이를 하기도 한다. 이것 외에도 턴어라운드는 수 없이도 많다. 이 12마디 진행은 전체, 혹은 일부분을 하모닉 7th 코드로 바꾸어 칠수도 있다. 이러한 7th 코드를 사용하여 나타내는 특징을 ""블루스 세븐"" 이라 칭한다. 이러한 12마디 진행은 리듬앤블루스와 록큰롤, 재즈에 기초가 된다. 화성학적으로, 블루스는 아프리카 음악과 유럽의 다이어토닉 (Diatonic) 음악을 섞었다. 초기엔 블루스는 아프리카 노래에 더 가까웠다. 가장 오래된 블루스에선 코드가 거의 바뀌지않았고, 토닉 코드 위에 간단한 멜로디를 얹는 형식이었다. 1920~40년대 블루스 뮤지션들은 세련된 서부의 화성을 넣어 서서히 변화시켰다.","{' 화성', ' 1920년대', ' 션', ' 기초', ' 닉', ' 서부', '화', ' 하', ' 모', ' 음악', ' 코드', ' 뮤지', ' 변화', ' 성학', ' 블루스', ' 진행', ' 아프리카', ' 특징', ' 일부분', '블루스', ' 전체', ' 시기', ' 마디', ' 이후', ' 추가', ' 노래', ' 때', ' 말', ' 종류', '마디', '아프리카', ' 뜻'}"
"처음 발매된 블루스는 1908년 안토니오 마지오의 〈I Got the Blues〉이다. 그 뒤를 이어 하트 반드의 〈Dallas Blues〉가 1912년 발매되었고, W.C. 핸디의 〈Memphis Blues〉가 같은 해에 나왔다. 처음으로 녹음된 아프리카계 미국인 가수는 마미 스미스, 1920년 페리 브래드포드의 〈Crazy Blues〉이다. 하지만 블루스 기원은 10년 전쯤 일찍인데, 1890년도 정도로 추정된다. 블루스는 미국 남부 목화 농장의 노예들로부터 시작된다. 남북전쟁 이후, 농장에서 흑인 노예들에 의해 불리었던 할러, 혹은 노동요로 불리는 음악들은 농장제가 없어지면서 동시에 소멸되었지만, 아프리카적 요소들을 고스란히 도입하고 있던 이러한 음악들이 민스트럴 쇼, 교회에서 불리던 복음성가 등과 합쳐지면서 렉타임, 부기우기 등으로 발전 되었고, 블루스의 원류를 형성하는 음악이 된 것이다. 따라서 블루스는 본질적으로 아프리카적 미국 음악이다. 그리고 블루스가 완전한 형태를 이룬 것 역시 농장제의 와해와 맞물린 19세기 후반으로 여겨지고 있다. 또한, 오늘날 블루스의 기본적인 형태인 12마디 블루스 역시 이 시기에 나타난 것으로 보이지만, 당시에 주로 쓰이던 형태는 12마디 블루스가 아닌, 8마디 블루스가 2번 나열되는 형태였다.","{' 건', ' 시작', ' 안토니오', ' 지오', ' 처음', ' 발매', ' 드', '하트', '처음', ' 지역', ' 사람', '최초', ' 년대', ' 블루스', '안토니오', '블루스', ' 아프리카계 미국인', ' 제목', '년', ' 이름', ' 흑인', ' 녹음', ' 최초', ' 가수', ' 마', ' 음반'}"
"블루스는 20세기 초, 남부 텍사스와 미국 남부에서부터 기록되기 시작된다. 찰스 피바디가 블루스는 미시시피의 크락스데일에서 나타났다 하고, 게이트 토마스는 1901~1902년 사이 남부 텍사스에서 매우 비슷한 노래가 나왔다고 말했다. 두 사람의 말을 조합하면 어느 정도 일치하긴 하는데, 젤리 롤 모튼의 기억에 의하면 1902년 뉴올리언스에서 처음으로 블루스를 들었다 한다. (마 레이니, 그녀 또한 같은 해에 미주리에서 처음으로 블루스를 접했다고 한다.) 그리고 W.C. 핸디 또한, 블루스를 1903년 미시시피의 트월러에서 들었다고 하는데, 그의 감상평은 이러했다. ""살면서 들은 것 중 제일 이상했던 음악이었다. The weirdest music I had ever heard."" 처음으로 이것에 대해 광범위한 조사를 시작한 사람은 하워드 W. 오덤인데, 1905년에서 1908년 사이에 미시시피의 라파예트, 조지아의 뉴톤 카운티에서 방대한 포크 노래를 출판한 사람이다. 첫 번째 비상업적 목적의 블루스는 폴 올리버의 〈Proto-Blues〉인데, 이것을 오덤이 20세기 초 연구 목적으로 만들었던 것이다. 하지만 지금은 전부 소실되었다.","{' 시작', ' 미시시피', ' 광범위', ' 텍사스', '번', ' 이상', ' 처음', ' 상업', ' 출현', ' 덤', '처음', ' 음악', ' 지역', ' 목적', ' 사람', ' 사이', ' 블루스', ' 조지아', ' 오', '블루스', ' 시기', ' 포크', ' 노래', ' 말', ' 미국', ' 남부', ' 조사', '하워드', ' 년', ' 출판', '미국', ' 기록'}"
"정의로 구분짓자면, 블루스는 음악적 형태와, 장르, 재즈는 음악적 예술 형태이다. 블루스는 코드 진행과 장르를 이 안에서 만들었다고 확신할 수 있지만, 재즈는 이것을 파악하기 매우 어렵다. 19세기의 렉타임과 모던 퓨전 음악을 전부 포함하고 있어 범위가 매우 넓기 때문이다. 블루스와 재즈는 이러한 점에서 차이점들이 있지만, 사실 공통점이 많다. 둘다 미국 남부 (Deep South)와 19세기 말에 만들어졌다. 블루스는 아프리카-아메리칸 그들의 노동요, 스피릿튜얼스, 필드 찬트 그리고 할러에서 왔다. 또한 특징인 코드 진행, 플랫, 혹은 밴드 노트, 블루 노트, 그리고 슬프고 우울한 가사가 있다. 재즈도 마찬가지로 남부 아프리카계 미국인으로부터 나왔지만, 결과적으로 아프리카와 유럽 음악이 섞였다. 재즈 초기 당시 유명한 음악으로 인정받았고, 특색으로 블루 노트, 즉흥연주, 싱코페이션(당김음, 흔히들 싱코라고 하는 이것은 어울리는 한도 안에서 박자를 수정하는 것을 말한다), 그리고 '스윙 노트'를 알렸다. 재즈는 초기 뉴올리언스 딕시랜드, 스윙 시대의 빅 밴드 음악, 비밥, 라틴 재즈, 퓨전, 에시드 재즈, 펑크, 힙합, 그리고 당연히 블루스에게도 영향을 미쳤다.","{' 시작', ' 연주', ' 한가지', ' 세기', ' 나머지', ' 하나로', ' 가지', ' 음악', ' 특색', ' 경우', ' 블루스', '당김', ' 것', ' 19세기', '블루스', ' 시기', ' 용어', ' 수정', ' 한도', ' 블루 노트', ' 즉흥', ' 박자', ' 당김', ' 중', ' 재즈', ' 말', ' 미국 남부', '재즈', ' 음', ' 종류', ' 구분', ' 정의', ' 공통점', ' 뜻'}"
"미시시피 델타 블루스로 불리기도 하는 초기의 블루스는 컨트리 블루스 혹은 포크 블루스로 불리기도 한다. 클럽에서 대규모의 빅밴드와 함께 연주하던 스윙 재즈와는 달리, 대부분의 블루스 뮤지션들은 떠돌이 악사들 수준이었다. 어쿠스틱 기타나 하모니카가 악기의 전부였고 글을 읽거나 쓰기는 커녕, 악보조차도 제대로 볼 수 없는 문맹이 대부분이었다. 흑인이 대부분이어서 였다. 하지만, 음악이란 풍부한 자원을 공급할 수 있는 가능성을 가진 그들을 당시의 레코드 회사들이 그냥 지나치지는 않았다. 찰리 패튼(Charley Patton), 선 하우스(Son House), 로버트 존슨과 같은 뮤지션들이 하나 둘씩 레코딩을 시작했고, 백인들에게도 블루스의 존재가 조금씩 알려지기 시작했던 것이다.","{' 시작', ' 연주', ' 회사', ' 션', ' 컨트리', ' 백인', '처음', '미시시피', ' 뮤지', ' 사람', ' 찰리', ' 패트', ' 블루스', ' 사용', ' 아버지', ' 대표', '초기', ' 델타 블루스', ' 레코', ' 레코드', ' 악기', '포크', '델타'}"
"대 도시에서 유행하던 스윙 재즈의 스타일을 받아들여 재즈적 취향이 강한 대규모의 블루스 밴드들이 나타나기 시작했다. 캔자스 시티의 지역 밴드, 베니 모텐의 캔자스 시티 오케스트라, 제이 맥샨, 그리고 the 카운트 베이시 오케스트라 또한 블루스에 집중되어 있었고, 12마디 진행을 토대로한 베이시의 〈One O'Clock Jump〉, 〈Jumpin' at the Woodside〉 그리고 지미 러싱의 〈Blues Shouting〉 , 〈Going to Chicago〉, 〈Sent for You Yesterday〉를 예로 들수 있다. 1940년, 재즈의 관악기 편성을 받아들임과 더불어, 렉 타임, 부기우기의 전통을 받아들여 탄생된 또 다른 어반 블루스 스타일이 있는데, 바로 점프 블루스 이다. 이러한 스타일의 개발로 인해 발전한 어반 블루스는 조용하고 사색적인 느낌의 남부 블루스와는 달리 활기차고, 격렬한 느낌을 청중들에게 전달했다. 후에 점프 블루스는 로큰롤과 리듬 앤 블루스의 탄생에 영향을 미치게 된다. 1920 ~ 30년대에 멤피스 미니, 탬퍼 레드, 빅 빌 브룬지, 존 리 서니 보이 월리엄슨 등은 시카고에서 인기있던 블루스 가수였지만, 제2차 세계대전 이후, 머디 워터스, 하울링 울프, 엘모어 제임스, 리틀 월터 제이콥스 등의 새로운 블루스 맨으로 바뀌었다.","{' 연주', ' 부기우기', ' 규모', ' 어', ' 멤피스', ' 토대', ' 타임', ' 스타일', ' 오케스트라', ' 지역', ' 탄생', ' 취향', ' 밴드', ' 연주자', ' 반', ' 진행', ' 블루스', ' 편성', '스윙', '블루스', ' 시기', ' 의', ' 관악기', ' 음악가', ' 인기', ' 중', ' 재즈', '1920년대', '년', '재즈', ' 전통', ' 미니', ' 곡', ' 로한', ' 가수', '마디', ' 시티'}"
"1931년 일렉기타가 발명되고, 레스 폴, 로니 존슨, 시스터 로제타 타프, T-본 워커 (T-Bone Walker), 그리고 재즈 기타리스트 찰리 크리스천에 의해 일렉트릭 기타가 도입 된 이후, 1950 ~ 60년대부터 일렉기타는 팝 뮤직에서 가장 중요한 악기가 된다. 이 시기부터 블루스 역시 일렉트릭 기타를 받아들이기 시작하는데, 티본 워커에 의해 블루스로 도입된 일렉트릭 기타의 사용은 대규모 콘서트 홀에서의 연주가 많아지기 시작한 블루스맨들에게는 어쩔 수 없는 선택이었던 것이다. 하지만, 고출력 엠프를 동반한 일렉트릭 기타의 사용은 단지 사용되는 악기만 변화시킨 것이 아니었다. 과거 어쿠스틱 기타에서는 사용할 수 없었던 일렉트릭 기타만의 독특한 주법들이 사용되기 시작되었고, 본격적으로 모던 블루스의 시대가 시작되었음을 알리는 신호탄이 되었기 때문이다.","{'재즈', '처음', ' 인물', ' 도입', '블루스', ' 기타리스트', ' 시기', ' 사람', ' 발명', ' 기타', '발명', ' 년대', ' 재즈', ' 일렉트릭'}"
"이를 일렉트릭 블루스, 혹은 시카고 블루스라 부른다. 1940년대에 주로 시카고 남부의 바나 클럽에서 생겨났는 데, 이 새로운 스타일은 시카고, 맴피스, 디트로이트 등지에서 유명해지기 시작했다. 머디 워터스, 하울링 울프 등으로 설명되는 일렉트릭 블루스는 일렉트릭 기타, 하모니카, 더블 베이스(후에 일렉트릭 베이스로 교체된다), 전자 피아노 혹은 전자 오르간, 드럼으로 소규모 편성되어 연주된다. 일렉트릭 블루스는 컨트리 블루스와는 여러 면에서 다르다. 컨트리 블루스보다 발전한 형태이고, 악기의 사용도 기타 아니면 하모니카가 전부였던 컨트리 블루스에서 보다 다양해져서 시카고 때부터 피아노와 베이스, 드럼 등이 본격적으로 사용되어 음악적인 테크닉 및 표현방식이 휠씬 다양해지기 시작한다. 블루스에 일렉트릭 기타가 도입된 이후 후대 뮤지션들에게 큰 영향을 미친 수 많은 전설적 뮤지션들이 나타나기 시작했다. 엘모어 제임스 (Elmore James), 윌리 딕슨, 티본 워커등은 로큰롤과 록의 출현에 직접적인 영향력을 행사했다.","{' 시작', ' 맴', ' 지역', ' 피스', ' 사용', ' 시카고', ' 시대', ' 기타', ' 블루스', '일렉트릭', '1940년대', ' 도시', ' 일렉트릭'}"
"대중음악의 형성 과정에 있어서 블루스의 가장 큰 역할은 바로 ""록 음악의 탄생""에 관한 것이었다. 1950년대 후반, 블루스의 성장과 함께 백인들이 블루스를 받아들이기 시작했고, 블루스 음악을 백인들의 취향에 맞게 가공하면서 록 음악이 생겨나기 시작한 것이다. 그런데, 블루스의 성장과 록 음악의 탄생이 이뤄진 곳은 블루스의 발상지인 미국이 아닌 대서양 건너 영국 땅 이었다. 한편, 머디 워터스와 같은 블루스 열풍이 사그라들기 시작했다. 빅 빌 브룬지와 윌리 딕슨은 유럽에 새로운 시장을 찾기 시작했고, 딕 워터맨과 그가 유럽에서 만든 블루스 페스티벌은 영국에서 블루스가 유명해지는 중요한 역할을 하게된다. 영국안에서, 밴드들은 전설적인 미국 블루스들을 따라하기 시작했고, 록을 기반으로한 영국 블루스 밴드는 1960년대에 막대한 영향을 끼치게 된다.","{' 시작', ' 록 음악', ' 역할', ' 형성', ' 곳', ' 백인', ' 계기', ' 음악', ' 지역', ' 탄생', ' 이유', '록', ' 나라', ' 록', ' 과정', ' 블루스', '블루스', '대중', '영국', ' 성장', ' 페스티벌', ' 시대'}"
"비틀즈의 멤버들이 중학교에 재적할 무렵 대 유행기를 거친 스키플 사운드는 로니 도니건(Lonnie Donegan)이 밴조를 연주하던 '켄 콜리어 밴드(The Ken Colyer Band)'에서 그 근원을 찾는다. 그가 얼마 후 본격적인 스키플 사운드를 지향하는 '로니 앤 히즈 스키플 그룹(Lonnie & His Skiffle Group)'과 함께 런던의 로얄 페스티벌 홀에서 연주회를 가졌을 때 영국의 로커빌리는 활성화되기 시작한다. 50년대를 히트 퍼레이드의 권좌에 앉아 화려하게 보낸 스키플이 본격적인 브리티쉬 블루스 록으로 변화하기 시작한 것은 60년대 초반의 일이었다. 알렉시스 코너(Alexis Korner), 시릴 데이비스(Cyril Davis), 스크리밍 로드 서치(Screamin' Lord Sutch), 그래험 본드(Graham Bond), 존 메이올 등의 선구자들에 의해 꽃 피우기 시작한 영국의 블루스는 자국의 탄탄한 음악적 전통 속에서 블루스의 본산지인 미국의 시도에 앞서 나가기 시작했다. 또한, 이들의 영향을 받은 롤링 스톤스, 비틀즈, 프리티 싱스(Pretty Sings)와 같은 밴드들이 전면에 나서기 시작하면서, ""브리티시 리듬 앤 블루스(British Rhythm and Blues)""로 불리는 영국 특유의 블루스 음악이 록으로 진화하기 시작한 것이다.","{' 시작', '브리', '사운드', ' 음악', ' 브리', ' 블루스 록', ' 변화', ' 시기', ' 꽃', ' 지칭', ' 연주자', ' 데이비스', ' 블루스', '영국', ' 말', ' 특유', ' 티'}"
"한편, 본산지로서의 자존심을 여지없이 짓밟힌 미국의 블루스 계는 폴 버터 필드(Paul Butterfield), 블루스 프로젝트(Blues Project) 등이 로커 빌리를 잠식하면서부터 블루스 록의 신화를 창조하기 시작한다. 물론 미국의 그것도 영국과 마찬가지로 자국의 로큰롤에 기초하여 성장해 나갔으며, 뿌리 깊은 블루스의 옹호 위에서 60년대 록 사운드를 주도해 나갔다. 캘리포니아를 중심으로 모여든 히피들이 포크 음악에 관심을 가지면서 이른바 에시드 록이라는 약물과 밀접한 관련을 맺는 음악들이 나타나기 시작한다. 곧 이어 제니스 조플린(Janis Joplin) 이 등장하면서 포크에 국한 되어있던 히피들의 관심은 대번에 블루스 음악으로 확장되었고, 비비 킹, 루더 엘리슨(Luther Allison)과 같이 재야에 숨어있던 블루스 맨들이 다시 전면에 나서기 시작했다. 비비 킹의 전설적인 기타 테크닉은 그를 'King Of The Blues'란 타이틀까지 얻게 한다. 한편 존 리 후커와 머디 워터스는 계속 공연에 집중하면서, 전통적인 블루스에 깊이 빠져있는 새로운 아티스트를 찾는다. 미국 태생인 타지 마할과 같은 사람을 말이다. 훗날, 존 리 후커는 자신의 블루스와 어린 백인 뮤지션을 미숙한 록과 섞어서 새로운 음악 스타일을 만들게된다. 바로 1971년 앨범 《Endless Boogie》다.","{' 시작', ' 후커', '전설', '캘리포니아', ' 리', ' 루스', ' 히피', ' 음악', ' 인물', ' 전설', '킹', ' 기타리스트', '히피', '타이틀', ' 중심', '존', ' 더블', '1960년대', ' 오브', ' 타이틀', ' 관련', ' 장르', ' 포크', ' 밀접', ' 제목', ' 미국', ' 이름', ' 앨범', ' 약', ' 테크닉', ' 기타', ' 약물', ' 년', ' 관심'}"
"백인들이 1960년대 블루스에 관심을 가질때, 시카고를 기반으로한 폴 버터필드 블루스 밴드와 영국 블루스의 움직임이 활발해졌다. 영국 블루스는 당연한 말이지만 영국에서 만들어졌다. 애니멀스, 플랫우드 맥, 존 메이올 & 블루스브레이커스, 롤링 스톤스, 야드버즈, 크림 그리고 아이리쉬 뮤지션인 로리 갤러거 (Rory Gallagher Corner) 등이 있는데, 그들은 전통 델타, 시카고 블루스에 기반한 클래식 블루스를 연주했다. 1960년대 초, 영국인과 블루스 뮤지션들은 미국 블루스 록 퓨전 연주자들의 규모에 놀랐는데, 더 도어스, 캔디드 히트, 초기 제퍼슨 에어플레인, 제니스 조플린, 조니 윈터, J. 게일 밴드, Ry 코더, 올먼 브러더스 밴드 그리고 블루스 록 연주자인 지미 헨드릭스는 당시 시장에선 희귀했다. 어쨌건, 이러한 아티스트들은 록이 블루스의 영향에 끼치게 하게 하는 계기가 된다.","{'대', ' 맥', ' 연주', ' 영국', ' 시기', ' 애니멀스', ' 밴드', ' 폴', ' 초', ' 음악가', ' 플랫', ' 등', ' 우드', ' 움직임', ' 블루스', '시카고', ' 기반', ' 버터필드'}"
"블루스의 음악적 스타일, 형태, 멜로디, 스케일등은 많은 장르의 음악에 영향을 끼쳤다. 예를 들면 로큰롤, 재즈, 그리고 대중음악에게도 영향을 끼쳤다. 유명한 재즈, 포크 혹은 록 뮤지션인 루이 암스트롱, 듀크 엘링턴, 마일스 데이비스, 밥 딜런과 같은 인물들이 블루스 음악을 연주, 녹음할 때 말이다. 블루스 스케일은 여러 장르에서 사용되는데, 대표적으로 대중음악에선 해롤드 알렌의 〈Blues in the Night〉, 블루스 발라드에선 〈Since I Fell for You〉, 〈Please Send Me Someone to Love〉 등 심지어 조지 거시윈의 〈Rhapsody in Blue〉, 〈Concerto in F〉와 같은 오케스트라에게도 영향을 끼쳤다. 거시윈의 두번째 솔로 피아노 전주곡은 아예 클래식 블루스에서 영감을 받고, 전통화성학으로 완성시켰다. 블루스 스케일은 현대 음악 어디에나 존재하며, 많은 장르 안에 분포하고있고, 5도 코드(파워코드)를 사용한 록 음악에서도 사용된다 (예를 들면 비틀즈의 〈A Hard Day's Night〉가 있다). 블루스의 기본틀은 배트맨의 테마곡이고 당시 10대 아이돌이었던 파비안 포르테가 부른 히트곡 〈Turn Me Loose〉, 컨트리 음악의 신 지미 로저스, 그리고 기타리스트이자 보컬리스트인 트레이시 채프먼의 히트곡 〈Give Me One Reason〉에도 사용되었다.","{' 틀', ' 을', ' 영향', '을', ' 조지', ' 거', ' 알렌', ' 윈', '파워코드', '블루스', ' 사용', ' 대표', ' 비틀즈', ' 제목', ' 노래', ' 해롤드', ' 기본', '코드', ' 곡', ' 가수', ' 대중음악', ' 스케일', '가수'}"
"그의 아버지인 정지룡(鄭芝龍)은 18세에 아버지를 여의고, 숙부의 상선을 타고 무역에 종사하고 있었다.당시 타이완 섬을 비롯한 5도 열도 지역은 왜구의 소굴이었다. 정지룡이 일본에 체류할 때 히라도에서 마쓰라 씨의 하급 가신인 다가와 시치자에몬 (田川七左衛門)의 딸과 결혼하여 아이를 낳았는데, 그 아이가 정성공이며 어릴 적 이름은 후쿠마쓰(福松), 중국식 이름은 삼(森)이었다. 정지룡은 곧 이단(李旦)이라는 무역상과 교역을 했는데 이단이 죽은 후 경쟁하던 해적과 다른 상단을 몰아내고 최강의 군벌로 성장하였고, 명나라로부터 지금의 푸젠 성 일대에서 지방 장관급인 도독직에 제수되었다. 정지룡은 도독이 된 후 푸젠으로 아내와 아들을 불러들였다. 그러나 히라도 관리의 불허로 결국 후쿠마쓰만 푸젠 성으로 들어올 수 있었다. 명나라로 들어온 정성공은 이름을 정삼으로 바꾸었고, 15세에 태학에 들어가게 되었다.","{' 중국', ' 상선', ' 이름', ' 명나라', ' 성장', ' 군벌', ' 직책', ' 종사', ' 아내', ' 숙부', ' 아버지', '정성공', '도둑', ' 아들', ' 식', ' 후', ' 부여', ' 곳', ' 적'}"
